gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Support_Tickets,App_Logins,Data_Usage_GB,Gouvernorat
Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes,10,2,32.36,Sfax
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,No,4,17,146.09,Ariana
Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No,4,29,82.18,Bizerte
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,No,3,29,144.4,Médiénine
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,8,4,44.08,Sfax
Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No,3,28,113.08,Tunis
Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No,4,20,114.03,Béja
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,No,2,6,21.81,Béja
Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,No,4,20,115.17,Kasserine
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No,2,14,34.34,Sfax
Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,4,0,40.21,Médiénine
Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,No,1,12,83.01,Sfax
Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,2443.3,No,1,17,68.92,Gabès
Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,4,2,1.78,Sousse
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,No,3,6,139.76,Kef
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No,4,27,131.7,Sfax
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,No,0,12,54.4,Tunis
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,No,0,10,68.77,Kairouan
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,No,1,25,42.15,Monastir
Female,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,No,2,21,60.41,Tunis
Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,No,4,25,22.27,Tunis
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes,8,1,22.55,Siliana
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,No,1,17,23.32,Kef
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,No,1,28,82.29,Sousse
Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes,5,0,5.13,Médiénine
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1436.95,No,3,18,18.44,Mahdia
Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,64.2,475.0,No,2,9,103.44,Sidi Bouzid
Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No,1,20,144.85,Sidi Bouzid
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,78.95,5730.15,No,0,13,145.92,Tunis
Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Yes,5,3,4.17,Sousse
Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,No,4,21,114.36,Tunis
Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No,4,17,94.82,Sidi Bouzid
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,No,2,21,46.57,Tunis
Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,No,4,22,80.03,Tunis
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes,7,1,31.03,Tunis
Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No,4,11,95.52,Sidi Bouzid
Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No,4,19,67.18,Sfax
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No,4,8,92.45,Tunis
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes,7,3,6.69,Sousse
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,No,3,16,144.28,Tunis
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,10,1,44.48,Sfax
Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,No,0,18,117.92,Manouba
Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,No,3,15,65.88,Bizerte
Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,No,0,30,48.11,Kairouan
Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No,1,20,69.57,Sousse
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,No,2,29,146.61,Zaghouan
Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes,5,1,27.24,Tunis
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,10,5,11.22,Tunis
Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,No,3,28,24.78,Kasserine
Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes,7,2,15.66,Bizerte
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No,2,9,96.16,Sfax
Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,No,2,8,31.1,Ariana
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,10,5,34.31,Kasserine
Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.65,246.6,No,4,27,84.58,Tunis
Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No,1,26,122.65,Jendouba
Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes,4,5,28.12,Kairouan
Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,No,4,27,133.06,Mahdia
Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No,2,13,86.75,Tataouine
Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No,0,10,132.14,Monastir
Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,No,0,22,41.83,Sidi Bouzid
Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,No,1,6,19.03,Tunis
Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,No,0,30,34.05,Tunis
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,4,17,146.28,Nabeul
Female,1,No,No,3,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,Yes,6,5,33.43,Sfax
Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,96.1,4391.45,No,0,30,24.89,Sfax
Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,No,3,9,40.96,Tozeur
Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes,4,3,27.26,Kairouan
Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No,4,14,93.81,Nabeul
Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,5,4,16.46,Ben Arous
Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,Yes,7,0,15.89,Monastir
Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,Yes,5,4,35.05,Sfax
Female,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,No,0,29,59.08,Sfax
Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,36.0,780.15,No,4,23,136.35,Tunis
Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,No,4,18,147.45,Ariana
Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No,2,14,120.81,Bizerte
Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No,4,20,106.18,Mahdia
Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,No,3,18,123.24,Sfax
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,No,4,19,93.29,Sousse
Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,No,4,21,126.46,Sidi Bouzid
Female,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,No,1,16,88.66,Bizerte
Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,No,4,10,114.32,Bizerte
Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,1263.85,No,3,8,83.26,Sfax
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,No,0,5,38.28,Mahdia
Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,Yes,9,2,21.39,Ariana
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,No,2,26,110.43,Médiénine
Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0,1638.7,No,1,23,34.85,Monastir
Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,Yes,9,0,27.25,Bizerte
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,No,4,26,64.48,Médiénine
Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,No,4,22,47.44,Sousse
Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,No,3,9,111.05,Sfax
Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No,4,11,135.45,Tunis
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,8,0,3.7,Kairouan
Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.65,4312.5,No,2,25,91.87,Sousse
Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes,5,5,9.92,Tunis
Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes,5,2,20.72,Sousse
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,No,1,26,96.91,Kebili
Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,No,0,16,80.74,Gabès
Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,No,4,23,81.08,Tataouine
Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Yes,9,0,20.94,Mahdia
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,No,1,6,26.35,Médiénine
Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,No,1,17,88.1,Tunis
Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),60.5,3121.45,No,0,25,34.14,Sousse
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,No,3,7,122.37,Kairouan
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,No,Electronic check,87.4,5918.8,Yes,4,4,31.6,Sfax
Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,No,1,26,124.39,Sousse
Male,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,No,1,16,124.57,Tunis
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,No,2,11,35.59,Jendouba
Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,No,4,17,131.25,Sousse
Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,No,4,21,91.8,Gabès
Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes,4,2,46.01,Ben Arous
Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,No,2,8,86.1,Gafsa
Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,No,2,16,131.21,Ariana
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,Yes,5,0,25.63,Gafsa
Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,No,Mailed check,70.6,3231.05,No,0,14,63.51,Béja
Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No,0,28,52.51,Sousse
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35,Yes,6,3,10.96,Tunis
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Yes,10,0,35.82,Tunis
Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,No,1,18,32.44,Kasserine
Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No,2,22,32.97,Tataouine
Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,No,2,5,63.26,Mahdia
Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,No,1,28,87.91,Zaghouan
Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,No,2,6,50.86,Siliana
Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Yes,4,4,23.28,Sousse
Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,Yes,6,3,21.53,Monastir
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,No,2,14,103.69,Monastir
Male,0,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,No,0,18,106.67,Ariana
Female,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,No,0,20,15.03,Jendouba
Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,No,3,22,97.01,Zaghouan
Male,0,No,No,66,No,No phone service,DSL,No,No,No,No,No,One year,No,Credit card (automatic),29.45,1983.15,No,3,13,62.43,Kef
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,No,3,14,131.94,Tunis
Male,1,No,No,17,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,Yes,7,4,32.16,Ariana
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,No,2,17,18.03,Sidi Bouzid
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No,3,9,93.26,Nabeul
Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,No,0,9,36.73,Tunis
Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,No,4,21,41.84,Sousse
Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,Yes,10,5,11.75,Mahdia
Female,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes,9,2,12.89,Ariana
Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,No,No,One year,No,Mailed check,65.5,3801.3,No,0,12,133.67,Ben Arous
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes,9,5,1.73,Ariana
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,No,0,7,49.76,Sfax
Female,0,No,No,27,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,No,4,6,105.19,Jendouba
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,Yes,6,3,16.47,Kairouan
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,Yes,7,0,20.47,Nabeul
Male,0,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.4,592.75,No,0,15,23.94,Tataouine
Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,No,4,6,144.36,Ben Arous
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,No,4,30,15.43,Jendouba
Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,Yes,6,0,29.99,Kairouan
Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.8,4921.2,No,0,27,13.29,Bizerte
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,901.25,No,2,11,22.77,Sfax
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,5341.8,Yes,6,0,24.14,Tunis
Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),70.8,4859.95,No,4,6,20.02,Jendouba
Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,1139.2,No,2,19,103.49,Sfax
Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,No,2,18,139.56,Ariana
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.6,Yes,8,3,30.11,Sousse
Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes,4,0,8.29,Tunis
Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Yes,7,3,6.06,Nabeul
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,663.55,No,0,21,24.83,Ben Arous
